cdyd_kod;prz_kod;kod grupy przedmiotów;opis grupy przedmiotów;przedmiot;jezyk_przedm;prz_jed_dawca;prz_jed_biorcy;tzaj_kod;zajecia;liczba_godz;numer_grupy;opis_grupy;dzien_tygodnia;data;godz_od;godz_do;lokalizacja;prowadzacy;tytul;jedn_os_kod;rodzaj_umowy;kierunek;stopien_stud;tryb_stud;nr_sem
25/26-Z;000-SWY-2S-028;SWY-IAK-2S_s1Z,PP, 000-SWY-2S4;SWY_IAK, stacjonarne, 2S, 1sem.Z, przedmioty podstawowe, Semestr wyrównawczy - 2S4;Strategie i modele zarz?dzania w MSP;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;2;dla WGGiO?;?RODA       ;03.12.2025;13:15;14:45;B-4, sala 302;Gawron Iwona;dr in?.;200-300;UC;SWY;2;S;1
25/26-Z;000-SWY-2S-028;SWY-IAK-2S_s1Z,PP, 000-SWY-2S4;SWY_IAK, stacjonarne, 2S, 1sem.Z, przedmioty podstawowe, Semestr wyrównawczy - 2S4;Strategie i modele zarz?dzania w MSP;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla WIMiR, WEiP, WGGiO?;PONIEDZIA?EK;27.10.2025;16:30;18:00;B-4, sala 303;Gawron Iwona;dr in?.;200-300;UC;SWY;2;S;1
25/26-Z;000-SWY-2S-028;SWY-IAK-2S_s1Z,PP, 000-SWY-2S4;SWY_IAK, stacjonarne, 2S, 1sem.Z, przedmioty podstawowe, Semestr wyrównawczy - 2S4;Strategie i modele zarz?dzania w MSP;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla WIMiR, WEiP, WGGiO?;?RODA       ;05.11.2025;15:00;16:30;B-4, sala 302;Gawron Iwona;dr in?.;200-300;UC;SWY;2;S;1
25/26-Z;100-IZP-1S-260;IZP_1S_s1;     IZP_1S_s1;Prawo gospodarcze;POL;200-000;100-000;W;wyk?ad;30;1;;PONIEDZIA?EK;01.12.2025;15:00;16:30;D-14, sala 100 (AULA);Povstyn Oksana;dr hab.;200-302;UP;IZP;1;S;1
25/26-Z;100-RMV-2S-764;RMV_2S_1;     RMV_2S_1;Social aspects of sustainable development;ANG;100-000;100-000;W;wyk?ad;30;1;;?RODA       ;03.12.2025;17:30;19:45;A-4, sala 215;Uberman Robert;dr;200-304;UP;RMV;2;S;1
25/26-Z;120-ELT-2N-945;ELT_2N_sem_3_AiM, ELT_2N_sem_3_ELE;    ELT_2N_sem_3_AiM,     ELT_2N_sem_3_ELE;Zarz?dzanie zespo?em;POL;200-000;120-000;W;wyk?ad;18;1;;SOBOTA      ;20.12.2025;14:00;16:15;D-14, sala 118;Beck-Krala Ewa;dr hab. in?.;200-302;UP;ELT;2;N;
25/26-Z;130-130-1S-176;IMM-1S_s7,POHS,IMM, MBM-1S_s7,POHS,WIMR1;IMM WIMiR, stacjonarne I stopnia, przedmioty obieralne humanistyczno-spo?eczne.IMM, sem.7, MBM WIMiR, stacjonarne I stopnia, przedmioty obieralne humanistyczno-spo?eczne., sem.7;Makroekonomia;POL;200-000;130-000;W;wyk?ad;20;1;MBM;CZWARTEK    ;02.10.2025;16:45;18:15;D-14a, sala 1.1;Pos?uszny Krzysztof;dr in?.;200-300;UC;130;1;S;7
25/26-Z;130-130-1S-308;IMM-1S_s7,POHS_IMM, IMM-1S_s7,POHS,IMM, MBM-1S_s7,POHS,WIMR1;IMM WIMiR, stacjonarne I stopnia, przedmioty obieralne humanistyczno-spo?eczne IMiM, sem.7, IMM WIMiR, stacjonarne I stopnia, przedmioty obieralne humanistyczno-spo?eczne.IMM, sem.7, MBM WIMiR, stacjonarne I stopnia, przedmioty obieralne humanistyczno-spo?eczne., sem.7;Podstawy marketingu;POL;200-000;130-000;W;wyk?ad;20;1;MBM;PONIEDZIA?EK;27.10.2025;08:00;09:30;D-14a, sala 2.6;Ry? Adam;dr in?.;200-303;UP;130;1;S;7
25/26-Z;130-APR-2S-176;APR-2S_s2Z,POHS;WIMiR_APR, stacjonarne, 2S, 2sem.Z, przedmioty obieralne humanistyczno-spo?eczne;Makroekonomia;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;2;dla ROB;?RODA       ;12.11.2025;08:00;09:30;D-14a, sala 1.6;Uberman Robert;dr;200-304;UP;APR;2;S;2
25/26-Z;130-APR-2S-176;APR-2S_s2Z,POHS;WIMiR_APR, stacjonarne, 2S, 2sem.Z, przedmioty obieralne humanistyczno-spo?eczne;Makroekonomia;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla AIM;PI?TEK      ;09.01.2026;08:00;09:30;D-14a, sala 1.6;Uberman Robert;dr;200-304;UP;APR;2;S;2
25/26-Z;130-APR-2S-176;APR-2S_s2Z,POHS;WIMiR_APR, stacjonarne, 2S, 2sem.Z, przedmioty obieralne humanistyczno-spo?eczne;Makroekonomia;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla AIM;WTOREK      ;16.12.2025;08:00;09:30;D-14a, sala 1.6;Uberman Robert;dr;200-304;UP;APR;2;S;2
25/26-Z;130-APR-2S-176;APR-2S_s2Z,POHS;WIMiR_APR, stacjonarne, 2S, 2sem.Z, przedmioty obieralne humanistyczno-spo?eczne;Makroekonomia;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla AIM;WTOREK      ;02.12.2025;08:00;09:30;D-14a, sala 1.6;Uberman Robert;dr;200-304;UP;APR;2;S;2
25/26-Z;130-IAK-2S-322;IAK-2S_s2Z,PP;WIMiR_IAK, stacjonarne, 2S, 2sem.Z, przedmioty podstawowe;Podstawy zarz?dzania marketingowego;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;1;dla DIH;WTOREK      ;14.10.2025;16:45;18:15;D-14, sala 219;Pec Monika;dr in?.;200-303;UP;IAK;2;S;2
25/26-Z;130-IAK-2S-322;IAK-2S_s2Z,PP;WIMiR_IAK, stacjonarne, 2S, 2sem.Z, przedmioty podstawowe;Podstawy zarz?dzania marketingowego;POL;200-000;130-000;CWA;?wiczenia audytoryjne;14;2;dla IND;WTOREK      ;21.10.2025;18:30;20:00;D-14, sala 116;Pec Monika;dr in?.;200-303;UP;IAK;2;S;2
25/26-Z;130-IAK-2S-322;IAK-2S_s2Z,PP;WIMiR_IAK, stacjonarne, 2S, 2sem.Z, przedmioty podstawowe;Podstawy zarz?dzania marketingowego;POL;200-000;130-000;W;wyk?ad;14;1;dla DIH(14)+IND(18);PONIEDZIA?EK;27.10.2025;16:45;18:15;D-14, sala 119;Kondak Anna;dr;200-303;UP;IAK;2;S;2
25/26-Z;130-IME-1S-144;IME-1S_s7.PO2,WIMIR;IME, stacjonarne I stopnia, przedmioty obieralne, Przedsi?biorczo?? i zarz?dzanie,s7;In?ynieria zarz?dzania;POL;200-000;130-000;ZS;zaj?cia seminaryjne;10;3;;?RODA       ;29.10.2025;19:00;20:30;D-14a, sala 1.1;Ksi??ek Roger;dr in?.;200-304;UP;IME;1;S;7
25/26-Z;130-IME-1S-144;IME-1S_s7.PO2,WIMIR;IME, stacjonarne I stopnia, przedmioty obieralne, Przedsi?biorczo?? i zarz?dzanie,s7;In?ynieria zarz?dzania;POL;200-000;130-000;ZS;zaj?cia seminaryjne;10;1;;WTOREK      ;21.10.2025;16:45;18:15;D-14a, sala 2.6;Ksi??ek Roger;dr in?.;200-304;UP;IME;1;S;7
25/26-Z;130-IME-1S-176;IME-1S,s1,PO;IME, stacjonarne I stopnia, przedmioty obieralne, sem.1;Makroekonomia;POL;200-000;130-000;W;wyk?ad;28;1;;PONIEDZIA?EK;15.12.2025;18:30;20:00;D-14a, sala 2.2;Pos?uszny Krzysztof;dr in?.;200-300;UC;IME;1;S;1
25/26-Z;130-IME-1S-176;IME-1S,s1,PO;IME, stacjonarne I stopnia, przedmioty obieralne, sem.1;Makroekonomia;POL;200-000;130-000;W;wyk?ad;28;1;;PONIEDZIA?EK;08.12.2025;18:30;20:00;D-14a, sala 2.2;Pos?uszny Krzysztof;dr in?.;200-300;UC;IME;1;S;1
25/26-Z;130-IME-1S-176;IME-1S,s1,PO;IME, stacjonarne I stopnia, przedmioty obieralne, sem.1;Makroekonomia;POL;200-000;130-000;W;wyk?ad;28;1;;PONIEDZIA?EK;17.11.2025;18:30;20:00;D-14a, sala 2.2;Pos?uszny Krzysztof;dr in?.;200-300;UC;IME;1;S;1
25/26-Z;130-IME-1S-176;IME-1S,s1,PO;IME, stacjonarne I stopnia, przedmioty obieralne, sem.1;Makroekonomia;POL;200-000;130-000;W;wyk?ad;28;1;;PONIEDZIA?EK;27.10.2025;18:30;20:00;D-14a, sala 2.2;Pos?uszny Krzysztof;dr in?.;200-300;UC;IME;1;S;1
25/26-Z;130-IME-1S-176;IME-1S,s1,PO;IME, stacjonarne I stopnia, przedmioty obieralne, sem.1;Makroekonomia;POL;200-000;130-000;W;wyk?ad;28;1;;PONIEDZIA?EK;20.10.2025;18:30;20:00;D-14a, sala 2.2;Pos?uszny Krzysztof;dr in?.;200-300;UC;IME;1;S;1
25/26-Z;130-MBM-2N-371;MBM-2N_s3,ISW, MBM-2N_s3,KW, MBM-2N_s3,PO-HES;MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty kierunkowe ISW, MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty kierunkowe KW, MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty obieralne HES;Przedsi?biorczo??;POL;200-000;130-000;W;wyk?ad;12;1;;SOBOTA      ;13.12.2025;15:45;17:15;B-2, sala 140;Kowal Dominik;dr in?.;200-304;UP;MBM;2;N;3
25/26-Z;130-MBM-2N-371;MBM-2N_s3,ISW, MBM-2N_s3,KW, MBM-2N_s3,PO-HES;MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty kierunkowe ISW, MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty kierunkowe KW, MBM niestacjonarne 2 stopnia, 3 semestr, przedmioty obieralne HES;Przedsi?biorczo??;POL;200-000;130-000;W;wyk?ad;12;1;;SOBOTA      ;22.11.2025;15:45;17:15;B-4, sala 303;Kowal Dominik;dr in?.;200-304;UP;MBM;2;N;3
25/26-Z;130-MEI-1S-031;MEI-1S,s1,PO, MEI-1S,s1,PP;MEI, stacjonarne I stopnia, przedmioty obieralne, sem 1, MEI, stacjonarne I stopnia, przedmioty podstawowe, sem.1;Basics of marketing;ANG;200-000;130-000;W;wyk?ad;28;1;;WTOREK      ;14.10.2025;15:00;16:30;D-14, sala 207;Prymon-Ry? Ewa;dr in?.;200-303;UP;MEI;1;S;1
25/26-Z;130-MEI-1S-177;MEI-1S_s7,PO1,WIMIR;MEI, stacjonarne I stopnia, Enterprise and management, sem.7;Management engineering;ANG;200-000;130-000;W;wyk?ad;10;1;;WTOREK      ;21.10.2025;09:45;11:15;D-14a, sala 3.1;Kaczmarczyk Waldemar;dr hab. in?.;200-304;UP;MEI;1;S;7
25/26-Z;140-GFI-2S-272-AG;GFI_AG_2S,2sem,PP, GFI_AG_2S_s2_ALL;GFI-AG, stacjonarne II stopnia, 2 semestr, przedmioty podstawowe, GFI_AG_2S_s2_ALL;Legal protection of intellectual property;ANG;430-000;140-000;W;wyk?ad;30;1;;PI?TEK      ;09.01.2026;16:15;17:45;A-0, sala 137;Zieli?ska Agnieszka;dr;200-302;UP;GFI;2;S;2
25/26-Z;140-GFI-2S-272-AG;GFI_AG_2S,2sem,PP, GFI_AG_2S_s2_ALL;GFI-AG, stacjonarne II stopnia, 2 semestr, przedmioty podstawowe, GFI_AG_2S_s2_ALL;Legal protection of intellectual property;ANG;430-000;140-000;W;wyk?ad;30;1;;WTOREK      ;14.10.2025;16:15;17:45;A-0, sala 137;Zieli?ska Agnieszka;dr;200-302;UP;GFI;2;S;2
25/26-Z;140-GTR-1S-290;GTR_1S_s5_PO, GTR_1S_s5_ALL;GTR, stacjonarne, I stopnia, 5 semestr, przedmioty obieralne, GTR_1S_s5_ALL;Metodologia bada? marketingowych;POL;140-000;140-000;ZP;zaj?cia praktyczne;30;2;;PONIEDZIA?EK;03.11.2025;13:00;15:15;A-0, sala 129;Wilk Aleksandra;dr;200-303;UP;GTR;1;S;5
25/26-Z;140-GTR-1S-290;GTR_1S_s5_PO, GTR_1S_s5_ALL;GTR, stacjonarne, I stopnia, 5 semestr, przedmioty obieralne, GTR_1S_s5_ALL;Metodologia bada? marketingowych;POL;140-000;140-000;ZP;zaj?cia praktyczne;30;1;;PONIEDZIA?EK;06.10.2025;10:30;12:45;A-0, sala 380a;Wilk Aleksandra;dr;200-303;UP;GTR;1;S;5
25/26-Z;140-GTR-1S-427;GTR_1S_s3_PO, GTR_1S_s3_ALL;GTR, stacjonarne I stopnia, 3 semestr, przedmioty obieralne, GTR_1S_s3_ALL;Podstawy finansowania przedsi?biorstwa;POL;140-000;140-000;CWP;?wiczenia projektowe;30;1;;?RODA       ;17.12.2025;16:45;18:15;A-0, sala 225;Jastrz?bski Pawe?;dr in?.;200-304;UP;GTR;1;S;3
25/26-Z;140-GTR-1S-427;GTR_1S_s3_PO, GTR_1S_s3_ALL;GTR, stacjonarne I stopnia, 3 semestr, przedmioty obieralne, GTR_1S_s3_ALL;Podstawy finansowania przedsi?biorstwa;POL;140-000;140-000;CWP;?wiczenia projektowe;30;1;;?RODA       ;26.11.2025;16:45;18:15;A-0, sala 225;Jastrz?bski Pawe?;dr in?.;200-304;UP;GTR;1;S;3
25/26-Z;140-GTR-1S-427;GTR_1S_s3_PO, GTR_1S_s3_ALL;GTR, stacjonarne I stopnia, 3 semestr, przedmioty obieralne, GTR_1S_s3_ALL;Podstawy finansowania przedsi?biorstwa;POL;140-000;140-000;W;wyk?ad;30;1;;?RODA       ;03.12.2025;15:00;16:30;A-0, sala 31;Jastrz?bski Pawe?;dr in?.;200-304;UP;GTR;1;S;3
25/26-Z;140-GTR-1S-427;GTR_1S_s3_PO, GTR_1S_s3_ALL;GTR, stacjonarne I stopnia, 3 semestr, przedmioty obieralne, GTR_1S_s3_ALL;Podstawy finansowania przedsi?biorstwa;POL;140-000;140-000;W;wyk?ad;30;1;;?RODA       ;19.11.2025;15:00;16:30;A-0, sala 31;Jastrz?bski Pawe?;dr in?.;200-304;UP;GTR;1;S;3
25/26-Z;140-GTR-1S-483;GTR_1S_s1_PP, GTR_1S_s1_ALL;GTR, stacjonarne I stopnia, 1 semestr, przedmioty podstawowe, GTR_1S_s1_ALL;Prawo w turystyce;POL;140-000;140-000;ZW;zaj?cia warsztatowe;15;2;;PI?TEK      ;09.01.2026;09:45;11:15;A-0, sala 380a;Rymkiewicz Bartosz;dr;200-306;UP;GTR;1;S;1
25/26-Z;140-GTR-1S-483;GTR_1S_s1_PP, GTR_1S_s1_ALL;GTR, stacjonarne I stopnia, 1 semestr, przedmioty podstawowe, GTR_1S_s1_ALL;Prawo w turystyce;POL;140-000;140-000;ZW;zaj?cia warsztatowe;15;1;;WTOREK      ;18.11.2025;09:45;11:15;A-0, sala 380a;Rymkiewicz Bartosz;dr;200-306;UP;GTR;1;S;1
25/26-Z;140-GTR-1S-483;GTR_1S_s1_PP, GTR_1S_s1_ALL;GTR, stacjonarne I stopnia, 1 semestr, przedmioty podstawowe, GTR_1S_s1_ALL;Prawo w turystyce;POL;140-000;140-000;ZW;zaj?cia warsztatowe;15;1;;WTOREK      ;21.10.2025;09:45;11:15;A-0, sala 380a;Rymkiewicz Bartosz;dr;200-306;UP;GTR;1;S;1
25/26-Z;140-GTR-1S-483;GTR_1S_s1_PP, GTR_1S_s1_ALL;GTR, stacjonarne I stopnia, 1 semestr, przedmioty podstawowe, GTR_1S_s1_ALL;Prawo w turystyce;POL;140-000;140-000;ZW;zaj?cia warsztatowe;15;1;;WTOREK      ;07.10.2025;09:45;11:15;A-0, sala 380a;Rymkiewicz Bartosz;dr;200-306;UP;GTR;1;S;1
25/26-Z;140-GTR-1S-483;GTR_1S_s1_PP, GTR_1S_s1_ALL;GTR, stacjonarne I stopnia, 1 semestr, przedmioty podstawowe, GTR_1S_s1_ALL;Prawo w turystyce;POL;140-000;140-000;W;wyk?ad;15;1;;WTOREK      ;13.01.2026;08:00;09:30;A-0, sala 04;Rymkiewicz Bartosz;dr;200-306;UP;GTR;1;S;1
25/26-Z;140-GTR-2S-450;GTR_2S_s3_PO, GTR_2S_s3_ALL;GTR, stacjonarne II stopnia, 3 semestr, przedmioty obieralne, GTR_2S_s3_ALL;Podstawy psychologii i socjologii;POL;140-000;140-000;ZP;zaj?cia praktyczne;15;1;;?RODA       ;26.11.2025;18:30;19:15;A-0, sala 15;Pazynich Yuliya;dr;200-303;UP;GTR;2;S;3
25/26-Z;140-GTR-2S-450;GTR_2S_s3_PO, GTR_2S_s3_ALL;GTR, stacjonarne II stopnia, 3 semestr, przedmioty obieralne, GTR_2S_s3_ALL;Podstawy psychologii i socjologii;POL;140-000;140-000;W;wyk?ad;30;1;;?RODA       ;10.12.2025;16:45;18:15;A-0, sala 15;Pazynich Yuliya;dr;200-303;UP;GTR;2;S;3
25/26-Z;140-GTR-2S-450;GTR_2S_s3_PO, GTR_2S_s3_ALL;GTR, stacjonarne II stopnia, 3 semestr, przedmioty obieralne, GTR_2S_s3_ALL;Podstawy psychologii i socjologii;POL;140-000;140-000;W;wyk?ad;30;1;;?RODA       ;22.10.2025;16:45;18:15;A-0, sala 15;Pazynich Yuliya;dr;200-303;UP;GTR;2;S;3
25/26-Z;140-GTR-2S-450;GTR_2S_s3_PO, GTR_2S_s3_ALL;GTR, stacjonarne II stopnia, 3 semestr, przedmioty obieralne, GTR_2S_s3_ALL;Podstawy psychologii i socjologii;POL;140-000;140-000;W;wyk?ad;30;1;;?RODA       ;08.10.2025;16:45;18:15;A-0, sala 15;Pazynich Yuliya;dr;200-303;UP;GTR;2;S;3
25/26-Z;200-DPM-2S-238;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Research Methods in Management;ANG;200-000;200-000;CWP;?wiczenia projektowe;30;1;;PI?TEK      ;09.01.2026;15:00;16:30;D-14, sala 220;Kozarkiewicz Alina;dr hab. in?.;200-302;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-238;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Research Methods in Management;ANG;200-000;200-000;W;wyk?ad;30;1;;CZWARTEK    ;13.11.2025;15:30;17:45;online, sala online;Kozarkiewicz Alina;dr hab. in?.;200-302;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-238;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Research Methods in Management;ANG;200-000;200-000;CWP;?wiczenia projektowe;30;1;;WTOREK      ;18.11.2025;15:30;17:45;D-14, sala 220;Kozarkiewicz Alina;dr hab. in?.;200-302;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-404;DPM-2S,1s,obier-grI, DPM-2S,2sem,obier1gr;Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa I, Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa I;Contemporary trends, challenges and concepts in digital technologies;ANG;200-000;200-000;CWA;?wiczenia audytoryjne;30;1;;PONIEDZIA?EK;01.12.2025;18:00;20:15;D-14a, sala 3.2;Okrzesik Olga;dr;200-301;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-414;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Digital Plant and Buildings Simulation;ANG;200-000;200-000;CWL;?wiczenia laboratoryjne;15;1;;PONIEDZIA?EK;10.11.2025;16:45;18:15;D-14, sala 206;Cicho? Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-414;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Digital Plant and Buildings Simulation;ANG;200-000;200-000;CWL;?wiczenia laboratoryjne;15;1;;PONIEDZIA?EK;20.10.2025;16:45;18:15;D-14, sala 206;Cicho? Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-414;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Digital Plant and Buildings Simulation;ANG;200-000;200-000;W;wyk?ad;30;1;;WTOREK      ;14.10.2025;11:30;13:00;D-14a, sala 2.1;Cicho? Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-433;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Green Product Design;ANG;200-000;200-000;CWP;?wiczenia projektowe;15;1;;WTOREK      ;21.10.2025;15:00;16:30;D-14, sala 206;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-433;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Green Product Design;ANG;200-000;200-000;W;wyk?ad;30;1;;WTOREK      ;18.11.2025;13:00;15:15;D-14a, sala 2.1;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-433;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Green Product Design;ANG;200-000;200-000;W;wyk?ad;30;1;;WTOREK      ;07.10.2025;13:15;14:45;D-14a, sala 2.1;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-436;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Industrial Eco-Efficience;ANG;200-000;200-000;CWA;?wiczenia audytoryjne;15;1;;PONIEDZIA?EK;24.11.2025;18:00;20:15;D-14a, sala 3.2;Celary Olga;mgr;200-300;UD;DPM;2;S;2
25/26-Z;200-DPM-2S-436;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Industrial Eco-Efficience;ANG;200-000;200-000;W;wyk?ad;15;1;;PONIEDZIA?EK;03.11.2025;13:15;14:45;D-14a, sala 3.2;Jastrz?bski Pawe?;dr in?.;200-304;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-445;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Modelling and Process Optimization;ANG;200-000;200-000;W;wyk?ad;30;1;;?RODA       ;21.01.2026;11:30;13:00;D-14, sala 106;Gdowska Katarzyna;dr in?.;200-304;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-445;DPM-2S,2sem,PP;Digital Production for Suistainable Manufacturing, 2st, 2 semestr, przedmioty obowi?zkowe;Modelling and Process Optimization;ANG;200-000;200-000;CWP;?wiczenia projektowe;15;1;;?RODA       ;21.01.2026;13:15;14:45;D-14, sala 220;Gdowska Katarzyna;dr in?.;200-304;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-460;DPM-2S,2sem,obier2gr, DPM-2S,1s,obier-gr2;Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa 2, Digital Product. for Sustainable Manufacturing, 2st, przed. obierlane grupa 2;Additive methods in rapid prototypin;ANG;200-000;200-000;CWL;?wiczenia laboratoryjne;30;1;;PONIEDZIA?EK;08.12.2025;11:30;13:00;D-14, sala 206;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-460;DPM-2S,2sem,obier2gr, DPM-2S,1s,obier-gr2;Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa 2, Digital Product. for Sustainable Manufacturing, 2st, przed. obierlane grupa 2;Additive methods in rapid prototypin;ANG;200-000;200-000;CWL;?wiczenia laboratoryjne;30;1;;PONIEDZIA?EK;15.12.2025;09:45;11:15;D-14, sala 206;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-460;DPM-2S,2sem,obier2gr, DPM-2S,1s,obier-gr2;Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa 2, Digital Product. for Sustainable Manufacturing, 2st, przed. obierlane grupa 2;Additive methods in rapid prototypin;ANG;200-000;200-000;CWL;?wiczenia laboratoryjne;30;1;;PONIEDZIA?EK;08.12.2025;09:45;11:15;D-14, sala 206;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-DPM-2S-460;DPM-2S,2sem,obier2gr, DPM-2S,1s,obier-gr2;Digital Product. for Suistainable Manufacturing, 2 st, przedm. obieralne grupa 2, Digital Product. for Sustainable Manufacturing, 2st, przed. obierlane grupa 2;Additive methods in rapid prototypin;ANG;200-000;200-000;W;wyk?ad;30;1;;?RODA       ;29.10.2025;08:00;09:30;D-14a, sala 3.2;Sala Dariusz;dr in?.;200-303;UP;DPM;2;S;2
25/26-Z;200-HES-1S-001;220-PFT-PO-1S-HES-HS, 000-HES-1S;Fizyka Techniczna 1 stopie?, przedmioty humanistyczne HS, Grupa przedmiotów HES dla I stopnia;Przest?pczo?? finansowa;POL;200-000;000-000;KONW;konwersatorium;30;1;zaj?cia zblokowane;PONIEDZIA?EK;20.10.2025;18:30;20:00;D-14a, sala 2.6;Sawicka Joanna;dr in?.;200-306;UP;HES;1;S;
25/26-Z;200-HES-1S-001;220-PFT-PO-1S-HES-HS, 000-HES-1S;Fizyka Techniczna 1 stopie?, przedmioty humanistyczne HS, Grupa przedmiotów HES dla I stopnia;Przest?pczo?? finansowa;POL;200-000;000-000;KONW;konwersatorium;30;1;zaj?cia zblokowane;PONIEDZIA?EK;13.10.2025;16:45;18:15;D-14a, sala 2.6;Sawicka Joanna;dr in?.;200-306;UP;HES;1;S;
25/26-Z;200-HES-1S-004;430-UBPO+F1-1st, 000-HES-1S;Fakultety 1st, semestr 1 IFS,KLT + UBPO, Grupa przedmiotów HES dla I stopnia;Korporacje mi?dzynarodowe;POL;200-000;000-000;W;wyk?ad;30;1;;?RODA       ;21.01.2026;15:00;16:30;D-14, sala 207;Uberman Robert;dr;200-304;UP;HES;1;S;
25/26-Z;200-HES-1S-004;430-UBPO+F1-1st, 000-HES-1S;Fakultety 1st, semestr 1 IFS,KLT + UBPO, Grupa przedmiotów HES dla I stopnia;Korporacje mi?dzynarodowe;POL;200-000;000-000;W;wyk?ad;30;1;;?RODA       ;10.12.2025;15:00;16:30;D-14, sala 207;Uberman Robert;dr;200-304;UP;HES;1;S;
25/26-Z;200-HES-1S-004;430-UBPO+F1-1st, 000-HES-1S;Fakultety 1st, semestr 1 IFS,KLT + UBPO, Grupa przedmiotów HES dla I stopnia;Korporacje mi?dzynarodowe;POL;200-000;000-000;W;wyk?ad;30;1;;?RODA       ;15.10.2025;15:00;16:30;D-14a, sala 2.6;Uberman Robert;dr;200-304;UP;HES;1;S;
25/26-Z;200-HES-1S-005;000-HES-1S;Grupa przedmiotów HES dla I stopnia;Zarz?dzanie nieruchomo?ciami;POL;200-000;000-000;CWP;?wiczenia projektowe;14;1;;CZWARTEK    ;15.01.2026;16:45;18:15;D-14, sala 118;Cicho? Dariusz;dr in?.;200-303;UP;HES;1;S;
25/26-Z;200-HES-1S-005;000-HES-1S;Grupa przedmiotów HES dla I stopnia;Zarz?dzanie nieruchomo?ciami;POL;200-000;000-000;CWP;?wiczenia projektowe;14;1;;CZWARTEK    ;04.12.2025;16:45;18:15;D-14, sala 118;Cicho? Dariusz;dr in?.;200-303;UP;HES;1;S;
