cdyd_kod;prz_kod;kod grupy przedmiotów;opis grupy przedmiotów;przedmiot;jezyk_przedm;prz_jed_dawca;prz_jed_biorcy;tzaj_kod;zajecia;liczba_godz;numer_grupy;opis_grupy;dzien_tygodnia;data;godz_od;godz_do;lokalizacja;prowadzacy;tytul;jedn_os_kod;rodzaj_umowy;kierunek;stopien_stud;tryb_stud;nr_sem
25/26-Z;200-IIE-1S-210;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Programowanie w R;POL;200-000;200-000;W;wyk?ad;15;1;;CZWARTEK    ;23.10.2025;08:00;09:30;D-14a, sala 1.6;Basiura Beata;dr;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;CWP;?wiczenia projektowe;15;4;;PONIEDZIA?EK;10.11.2025;09:45;11:15;D-14, sala 319;Por?bski Andrzej;mgr;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;CWP;?wiczenia projektowe;15;4;;PONIEDZIA?EK;20.10.2025;09:45;11:15;D-14, sala 319;Por?bski Andrzej;mgr;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;4;;?RODA       ;08.10.2025;13:15;14:45;D-14a, sala 1.1;Choczy?ska Agnieszka;mgr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;W;wyk?ad;30;1;;WTOREK      ;07.10.2025;09:45;11:15;D-14a, sala 2.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;W;wyk?ad;30;1;;PONIEDZIA?EK;17.11.2025;08:00;10:15;D-14a, sala 1.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;W;wyk?ad;30;1;;PONIEDZIA?EK;10.11.2025;08:00;09:30;D-14a, sala 1.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;W;wyk?ad;30;1;;PONIEDZIA?EK;27.10.2025;08:00;09:30;D-14a, sala 1.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;W;wyk?ad;30;1;;PONIEDZIA?EK;13.10.2025;08:00;09:30;D-14a, sala 1.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;3;;WTOREK      ;25.11.2025;08:00;10:15;D-14a, sala 1.2;Choczy?ska Agnieszka;mgr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-229;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Rachunek prawdopodobie?stwa i statystyka matematyczna;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;2;;?RODA       ;29.10.2025;15:00;16:30;D-14a, sala 1.1;Choczy?ska Agnieszka;mgr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;4;;PONIEDZIA?EK;20.10.2025;16:45;18:15;D-14a, sala 2.2;Machowski Antoni;mgr;200-300;UC;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;3;;?RODA       ;22.10.2025;18:30;20:00;D-14a, sala 3.1;Machowski Antoni;mgr;200-300;UC;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;3;;WTOREK      ;21.10.2025;16:45;18:15;D-14a, sala 1.6;Machowski Antoni;mgr;200-300;UC;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;2;;?RODA       ;21.01.2026;13:15;14:45;D-14, sala 119;Suliga Milena;dr;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;2;;?RODA       ;15.10.2025;16:45;18:15;D-14a, sala 3.2;Suliga Milena;dr;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;1;;WTOREK      ;16.12.2025;15:00;16:30;D-14a, sala 2.1;Machowski Antoni;mgr;200-300;UC;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;1;;WTOREK      ;04.11.2025;15:00;16:30;D-14a, sala 2.1;Machowski Antoni;mgr;200-300;UC;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;W;wyk?ad;30;1;;?RODA       ;28.01.2026;09:45;11:15;D-14, sala 100 (AULA);Czapkiewicz Anna;dr hab.;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;5;grupa osób powtarzaj?cych przedmiot;PONIEDZIA?EK;10.11.2025;15:00;16:30;D-14a, sala 2.2;Brania Krzysztof;mgr;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;5;grupa osób powtarzaj?cych przedmiot;PONIEDZIA?EK;03.11.2025;15:00;16:30;D-14a, sala 2.2;Brania Krzysztof;mgr;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-230;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Rachunek ró?niczkowy;POL;200-000;200-000;CWA;?wiczenia audytoryjne;30;5;grupa osób powtarzaj?cych przedmiot;WTOREK      ;27.01.2026;16:45;18:15;D-14a, sala 2.1;Brania Krzysztof;mgr;200-305;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-248;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Seminarium dyplomowe - wprowadzenie do bada? naukowych;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;2;;CZWARTEK    ;08.01.2026;09:45;11:15;D-14a, sala 3.1;Gurgul Henryk;prof. dr hab. in?.;200-305;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-248;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Seminarium dyplomowe - wprowadzenie do bada? naukowych;POL;200-000;200-000;W;wyk?ad;15;1;;CZWARTEK    ;22.01.2026;13:15;14:45;D-14, sala 207;Pali?ski Andrzej;dr hab. in?.;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-248;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Seminarium dyplomowe - wprowadzenie do bada? naukowych;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;1;;?RODA       ;21.01.2026;11:30;13:00;D-14, sala 207;Stawowy Adam;dr hab. in?.;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-248;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Seminarium dyplomowe - wprowadzenie do bada? naukowych;POL;200-000;200-000;W;wyk?ad;15;1;;CZWARTEK    ;27.11.2025;15:30;17:45;D-14, sala 207;Pali?ski Andrzej;dr hab. in?.;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-257;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Statystyczna analiza danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;WTOREK      ;18.11.2025;08:00;10:15;D-14, sala 319;Tora Justyna;mgr;200-305;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-257;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Statystyczna analiza danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;WTOREK      ;07.10.2025;08:00;09:30;D-14, sala 319;Tora Justyna;mgr;200-305;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-257;IIE-1S,5sem,PP;IIE, stacjonarne 1 stopnia, 5 semestr, przedmioty podstawowe;Statystyczna analiza danych;POL;200-000;200-000;W;wyk?ad;15;1;;CZWARTEK    ;13.11.2025;10:30;12:45;D-14, sala 207;Wolak Jacek;dr;200-305;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-258;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;E-us?ugi w administracji publicznej;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PI?TEK      ;30.01.2026;09:45;11:15;D-14a, sala 3.7;Pocz?tek Krzysztof;mgr in?.;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-258;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;E-us?ugi w administracji publicznej;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PI?TEK      ;16.01.2026;09:45;11:15;D-14a, sala 3.7;Pocz?tek Krzysztof;mgr in?.;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-258;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;E-us?ugi w administracji publicznej;POL;200-000;200-000;W;wyk?ad;15;1;;PI?TEK      ;30.01.2026;08:00;09:30;D-14a, sala 3.2;Pocz?tek Krzysztof;mgr in?.;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-258;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;E-us?ugi w administracji publicznej;POL;200-000;200-000;W;wyk?ad;15;1;;PI?TEK      ;16.01.2026;08:00;09:30;D-14a, sala 3.2;Pocz?tek Krzysztof;mgr in?.;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-258;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;E-us?ugi w administracji publicznej;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PI?TEK      ;12.12.2025;09:45;11:15;D-14a, sala 3.7;Pocz?tek Krzysztof;mgr in?.;200-300;UC;IIE;1;S;3
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;3;;?RODA       ;21.01.2026;16:45;18:15;D-14, sala 319;Potiopa Piotr;mgr in?.;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;2;;?RODA       ;26.11.2025;15:30;17:45;D-14, sala 307;Potiopa Piotr;mgr in?.;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;2;;?RODA       ;28.01.2026;15:00;16:30;D-14, sala 319;Potiopa Piotr;mgr in?.;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PONIEDZIA?EK;15.12.2025;18:30;20:00;D-14, sala 307;Wiero?ski Tomasz;mgr;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PONIEDZIA?EK;08.12.2025;18:30;20:00;D-14, sala 307;Wiero?ski Tomasz;mgr;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;W;wyk?ad;15;1;;WTOREK      ;07.10.2025;11:30;13:00;D-14a, sala 0.3;Opi?a Janusz;dr in?.;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-274;IIE-1S,1s,PP;IIE,stacjonarne I stopnia, 1 semestr, przedmioty podstawowe;Technologie informacyjne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;4;tylko 20 miejsc w grupie (sala 3.6);PONIEDZIA?EK;17.11.2025;15:30;17:45;D-14, sala 307;Wiero?ski Tomasz;mgr;200-301;UP;IIE;1;S;1
25/26-Z;200-IIE-1S-292;IIE-1S,5sem,MS;IiE stacjonarne I stopnia, 5 semestr, mod?u obieralny specjalistyczny;Wprowadzenie do teorii gier;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;PONIEDZIA?EK;06.10.2025;13:15;14:45;D-14, sala 307;Stach Izabella;dr;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-292;IIE-1S,5sem,MS;IiE stacjonarne I stopnia, 5 semestr, mod?u obieralny specjalistyczny;Wprowadzenie do teorii gier;POL;200-000;200-000;W;wyk?ad;15;1;;PONIEDZIA?EK;10.11.2025;11:30;13:00;D-14a, sala 2.2;Stach Izabella;dr;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-292;IIE-1S,5sem,MS;IiE stacjonarne I stopnia, 5 semestr, mod?u obieralny specjalistyczny;Wprowadzenie do teorii gier;POL;200-000;200-000;W;wyk?ad;15;1;;PONIEDZIA?EK;03.11.2025;11:30;13:00;D-14a, sala 2.2;Stach Izabella;dr;200-301;UP;IIE;1;S;5
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;3;;PONIEDZIA?EK;26.01.2026;09:45;11:15;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;2;;PONIEDZIA?EK;08.12.2025;08:00;09:30;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;CZWARTEK    ;29.01.2026;09:45;11:15;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;CZWARTEK    ;22.01.2026;09:45;11:15;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;2;;PONIEDZIA?EK;15.12.2025;08:00;09:30;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-296;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Wst?p do analizy danych;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;CZWARTEK    ;04.12.2025;09:45;11:15;D-14, sala 307;Wolak Jacek;dr;200-305;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWP;?wiczenia projektowe;15;3;;WTOREK      ;13.01.2026;09:45;11:15;D-14, sala 307;Puka Rados?aw;dr in?.;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWP;?wiczenia projektowe;15;2;;PI?TEK      ;09.01.2026;11:30;13:00;D-14, sala 319;Puka Rados?aw;dr in?.;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;4;;PONIEDZIA?EK;19.01.2026;15:00;16:30;D-14a, sala 2.1;Kamola Kinga;mgr in?.;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;2;;WTOREK      ;20.01.2026;09:45;11:15;D-14a, sala 1.1;Michalski Marek;dr in?.;200-304;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;2;;WTOREK      ;09.12.2025;09:45;11:15;D-14a, sala 1.1;Michalski Marek;dr in?.;200-304;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-329;IiE-1S,3sem,PP;IiE stacjonarne 1 stopnia, semestr 3 przedmioty podstawowe;Zarz?dzanie projektami;POL;200-000;200-000;CWA;?wiczenia audytoryjne;15;1;;PONIEDZIA?EK;15.12.2025;11:30;13:00;D-14a, sala 3.2;Kamola Kinga;mgr in?.;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-490;IiE-1S,3sem,MS;IiE, stacjonarne I stopnia, 3 semestr, modu? specjalistyczny;Techniki semantyczne;POL;200-000;200-000;CWP;?wiczenia projektowe;15;1;;?RODA       ;28.01.2026;15:00;16:30;D-14a, sala 3.7;Duda Jerzy;dr hab. in?.;200-301;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-506;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zak?adanie i rozwój ma?ych firm;POL;200-000;200-000;KONW;konwersatorium;30;1;;PI?TEK      ;23.01.2026;11:30;13:00;D-14a, sala 3.1;Duda Joanna;dr hab. in?.;200-302;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-506;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zak?adanie i rozwój ma?ych firm;POL;200-000;200-000;KONW;konwersatorium;30;1;;PI?TEK      ;12.12.2025;11:30;13:00;D-14a, sala 3.1;Duda Joanna;dr hab. in?.;200-302;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-506;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zak?adanie i rozwój ma?ych firm;POL;200-000;200-000;KONW;konwersatorium;30;1;;PI?TEK      ;24.10.2025;09:45;11:15;D-14a, sala 3.1;Dziubi?ski Tomasz;mgr in?.;200-302;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-517;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zarz?dzanie zespo?em projektowym;POL;200-000;200-000;KONW;konwersatorium;30;1;;CZWARTEK    ;02.10.2025;13:15;14:45;D-14a, sala 1.2;Wilk Aleksandra;dr;200-303;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-517;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zarz?dzanie zespo?em projektowym;POL;200-000;200-000;KONW;konwersatorium;30;1;;CZWARTEK    ;06.11.2025;11:30;13:00;D-14a, sala 1.2;Wilk Aleksandra;dr;200-303;UP;IIE;1;S;3
25/26-Z;200-IIE-1S-517;IiE-1S,3sem,MO;IiE, stacjonarne I stopnia, 3 semestr, modu? ogólny;Zarz?dzanie zespo?em projektowym;POL;200-000;200-000;KONW;konwersatorium;30;1;;CZWARTEK    ;30.10.2025;11:30;13:00;D-14a, sala 1.2;Wilk Aleksandra;dr;200-303;UP;IIE;1;S;3
25/26-Z;200-IIE-2N-039;IIE-2N,3sem,PP, IiE-2N,2sem,nieakt.;IIE, niestacjonarne II stopnia, 3 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, 2 semestr;Ekonometria finansowa i dynamiczna;POL;200-000;200-000;CWP;?wiczenia projektowe;14;2;;SOBOTA      ;18.10.2025;11:30;13:00;D-14a, sala 3.6;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;2;N;3
25/26-Z;200-IIE-2N-039;IIE-2N,3sem,PP, IiE-2N,2sem,nieakt.;IIE, niestacjonarne II stopnia, 3 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, 2 semestr;Ekonometria finansowa i dynamiczna;POL;200-000;200-000;W;wyk?ad;12;1;;PI?TEK      ;28.11.2025;18:45;21:00;online, sala online;Wójtowicz Tomasz;dr hab.;200-305;UP;IIE;2;N;3
25/26-Z;200-IIE-2N-041;IIE-2N,1sem.,PP, IiE_2S_1sem_PP;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, semstr 1, przedmioty podstawowe;Ekonomia matematyczna;POL;200-000;200-000;CWA;?wiczenia audytoryjne;8;1;;SOBOTA      ;10.01.2026;15:30;17:00;D-14, sala 100 (AULA);Jaszczur Karol;mgr;200-300;UC;IIE;2;N;1
25/26-Z;200-IIE-2N-041;IIE-2N,1sem.,PP, IiE_2S_1sem_PP;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, semstr 1, przedmioty podstawowe;Ekonomia matematyczna;POL;200-000;200-000;W;wyk?ad;8;1;;SOBOTA      ;06.12.2025;08:00;09:30;D-14, sala 100 (AULA);Suder Marcin;dr;200-305;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-041;IIE-2N,1sem.,PP, IiE_2S_1sem_PP;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, semstr 1, przedmioty podstawowe;Ekonomia matematyczna;POL;200-000;200-000;W;wyk?ad;8;1;;SOBOTA      ;25.10.2025;09:45;11:15;D-14a, sala 0.3;Suder Marcin;dr;200-305;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-068;IIE-2N,1sem.,PP, IiE-2N,2sem,nieakt.;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, 2 semestr;Hurtownie danych;POL;200-000;200-000;CWA;?wiczenia audytoryjne;6;1;;SOBOTA      ;22.11.2025;08:00;09:30;D-14a, sala 1.1;Pali?ski Andrzej;dr hab. in?.;200-301;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-068;IIE-2N,1sem.,PP, IiE-2N,2sem,nieakt.;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, 2 semestr;Hurtownie danych;POL;200-000;200-000;CWP;?wiczenia projektowe;12;1;;SOBOTA      ;10.01.2026;17:15;18:45;D-14, sala 307;Duda Jerzy;dr hab. in?.;200-301;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-068;IIE-2N,1sem.,PP, IiE-2N,2sem,nieakt.;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, 2 semestr;Hurtownie danych;POL;200-000;200-000;W;wyk?ad;8;1;;SOBOTA      ;04.10.2025;09:45;11:15;online, sala online;Pali?ski Andrzej;dr hab. in?.;200-301;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-084;IIE-2N,1sem.,PP, IiE_2S_1sem_PP;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, semstr 1, przedmioty podstawowe;In?ynieria oprogramowania;POL;200-000;200-000;CWA;?wiczenia audytoryjne;8;2;;SOBOTA      ;06.12.2025;09:45;11:15;D-14a, sala 1.1;J?drusik Stanis?aw;dr in?.;200-301;UP;IIE;2;N;1
25/26-Z;200-IIE-2N-084;IIE-2N,1sem.,PP, IiE_2S_1sem_PP;IIE, niestacjonarne II stopnia, 1 semestr, przedmioty podstawowe, IiE, niestacjonarne II stopnia, semstr 1, przedmioty podstawowe;In?ynieria oprogramowania;POL;200-000;200-000;CWP;?wiczenia projektowe;8;2;;NIEDZIELA   ;21.12.2025;11:30;13:00;D-14, sala 307;J?drusik Stanis?aw;dr in?.;200-301;UP;IIE;2;N;1
